,"Weekend - Level 1 - Diversified (Average) of 1,200 EVs"
296,0.012266666666666667
297,0.012266666666666667
298,0.009200000000000002
299,0.009200000000000002
300,0.009200000000000002
301,0.009200000000000002
302,0.0061333333333333335
303,0.0061333333333333335
304,0.0061333333333333335
305,0.0061333333333333335
306,0.0061333333333333335
307,0.0061333333333333335
308,0.0061333333333333335
309,0.0061333333333333335
310,0.0061333333333333335
311,0.0061333333333333335
312,0.0061333333333333335
313,0.0061333333333333335
314,0.0061333333333333335
315,0.0061333333333333335
316,0.0061333333333333335
317,0.0061333333333333335
318,0.0061333333333333335
319,0.0061333333333333335
320,0.0061333333333333335
321,0.0061333333333333335
322,0.0061333333333333335
323,0.0061333333333333335
324,0.0061333333333333335
325,0.0061333333333333335
326,0.0061333333333333335
327,0.0061333333333333335
328,0.0061333333333333335
329,0.0061333333333333335
330,0.0061333333333333335
331,0.0061333333333333335
332,0.0061333333333333335
333,0.0061333333333333335
334,0.0061333333333333335
335,0.0061333333333333335
336,0.0061333333333333335
337,0.0061333333333333335
338,0.0061333333333333335
339,0.0061333333333333335
340,0.0061333333333333335
341,0.0061333333333333335
342,0.0061333333333333335
343,0.0061333333333333335
344,0.0061333333333333335
345,0.0061333333333333335
346,0.0061333333333333335
347,0.0061333333333333335
348,0.0061333333333333335
349,0.0061333333333333335
350,0.0061333333333333335
351,0.0061333333333333335
352,0.0030666666666666668
353,0.0030666666666666668
354,0.0030666666666666668
355,0.0030666666666666668
356,0.0030666666666666668
357,0.0030666666666666668
358,0.0030666666666666668
359,0.0030666666666666668
360,0.0030666666666666668
361,0.0030666666666666668
362,0.0030666666666666668
363,0.0030666666666666668
364,0.0030666666666666668
365,0.0030666666666666668
366,0.0030666666666666668
367,0.0030666666666666668
368,0.0030666666666666668
369,0.0030666666666666668
370,0.0030666666666666668
371,0.0030666666666666668
372,0.0030666666666666668
373,0.0030666666666666668
374,0.0061333333333333335
375,0.0061333333333333335
376,0.0061333333333333335
377,0.0061333333333333335
378,0.0061333333333333335
379,0.0061333333333333335
380,0.0061333333333333335
381,0.0061333333333333335
382,0.0061333333333333335
383,0.0061333333333333335
384,0.0061333333333333335
385,0.0061333333333333335
386,0.0061333333333333335
387,0.0061333333333333335
388,0.0061333333333333335
389,0.0030666666666666668
390,0.0030666666666666668
391,0.0030666666666666668
392,0.0030666666666666668
393,0.0030666666666666668
394,0.0030666666666666668
395,0.0030666666666666668
396,0.0030666666666666668
397,0.0030666666666666668
398,0.0030666666666666668
399,0.0030666666666666668
400,0.0030666666666666668
401,0.0030666666666666668
402,0.0030666666666666668
403,0.0030666666666666668
404,0.0030666666666666668
405,0.0030666666666666668
406,0.0030666666666666668
407,0.0030666666666666668
408,0.0030666666666666668
409,0.0030666666666666668
410,0.0030666666666666668
411,0.0030666666666666668
412,0.0030666666666666668
413,0.0030666666666666668
414,0.0030666666666666668
415,0.0030666666666666668
416,0.0030666666666666668
417,0.0030666666666666668
418,0.0030666666666666668
419,0.0030666666666666668
420,0.0030666666666666668
421,0.0030666666666666668
422,0.0030666666666666668
423,0.0030666666666666668
424,0.0030666666666666668
